UserId,SubjectName,QuestionsJSON,Timestamp
65ba4521839c4bca7ff1,sst_ple,"{""1"":[""ple_sst_sect_A1_10""],""2"":[""ple_sst_sect_A2_1""],""3"":[""ple_sst_sect_A3_1""],""4"":[""ple_sst_sect_A4_10""],""5"":[""ple_sst_sect_A5_3""],""6"":[""ple_sst_sect_A6_5""],""7"":[""ple_sst_sect_A7_16""],""8"":[""ple_sst_sect_A8_7""],""9"":[""ple_sst_sect_A9_1""],""10"":[""ple_sst_sect_A10_20""],""11"":[""ple_sst_sect_A11_20""],""12"":[""ple_sst_sect_A12_20""],""13"":[""ple_sst_sect_A13_2""],""14"":[""ple_sst_sect_A14_7""],""15"":[""ple_sst_sect_A15_16""],""16"":[""ple_sst_sect_A16_3""],""17"":[""ple_sst_sect_A17_18""],""18"":[""ple_sst_sect_A18_19""],""19"":[""ple_sst_sect_A19_2""],""20"":[""ple_sst_sect_A20_10""],""21"":[""ple_sst_sect_A21_3""],""22"":[""ple_sst_sect_A22_6""],""23"":[""ple_sst_sect_A23_1""],""24"":[""ple_sst_sect_A24_6""],""25"":[""ple_sst_sect_A25_2""],""26"":[""ple_sst_sect_A26_1""],""27"":[""ple_sst_sect_A27_3""],""28"":[""ple_sst_sect_A28_5""],""29"":[""ple_sst_sect_A29_1""],""30"":[""ple_sst_sect_A30_6""],""31"":[""ple_sst_sect_A31_1""],""32"":[""ple_sst_sect_A32_4""],""33"":[""ple_sst_sect_A33_1""],""34"":[""ple_sst_sect_A34_1""],""35"":[""ple_sst_sect_A35_1""],""36"":[""20"",""3"",""12"",""10"",""15""],""41"":[""ple_sst_sect_B41_1""],""42"":[""ple_sst_sect_B42_11""],""43"":[""ple_sst_sect_B43_15""],""44"":[""ple_sst_sect_B44_9""],""45"":[""ple_sst_sect_B45_13""],""46"":[""ple_sst_sect_B46_4""],""47"":[""ple_sst_sect_B47_1""],""48"":[""ple_sst_sect_B48_4""],""49"":[""ple_sst_sect_B49_3""],""50"":[""ple_sst_sect_B50_3""],""51"":[""5"",""17"",""8"",""6"",""14""]}",2024-04-08T14:32:29.748Z
